palavra,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
movimento,0,0,0,0,0,0,0,0
tático,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
batendo-se,0,0,0,0,0,0,0,0
cada,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
conta,0,0,0,0,0,0,0,0
própria,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
consoante,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
circunstâncias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
No,0,0,0,0,0,0,0,0
quintal,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
casa,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
aboletara,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
comandante,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
ateve,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
missão,0,0,0,0,0,0,0,0
única,0,0,0,0,0,0,1,0
compatível,0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
desordem,0,0,0,0,0,0,0,0
:,0,0,0,0,0,0,0,0
distribuía,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
jogando-os,0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
sobre,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
cerca,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
cartuchos,0,0,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
sofregamente,0,0,0,0,0,0,0,0
retirados,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
mancheias,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
cunhetes,0,0,0,0,0,0,0,0
abertos,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
machado,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Reunidos,0,0,0,0,0,0,0,0
sempre,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
volta,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
bandeira,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Divino,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
estraçoada,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
balas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
vermelha,0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
pendão,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
jagunços,0,0,0,0,0,0,0,0
enfiavam,0,0,0,0,0,0,0,0
pelas,0,0,0,0,0,0,0,0
ruas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Contorneavam,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
arraial,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Volviam,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
largo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
vozeando,0,0,0,0,0,0,0,0
imprecações,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
vivas,0,0,0,0,1,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
ronda,0,0,0,0,0,0,0,0
desnorteada,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
célere,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0
foram,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
lentamente,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nesses,0,0,0,0,0,0,0,0
giros,0,0,0,0,0,0,0,0
revoltos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
abandonando,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
ação,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
dispersando-se,0,0,0,0,0,0,0,0
pelas,0,0,0,0,0,0,0,0
cercanias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Reconheciam,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
inutilidade,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
esfoços,0,0,0,0,0,0,0,0
feitos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
imaginavam,0,0,0,0,0,0,0,0
atrair,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
antagonistas,1,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
plaino,0,0,0,0,0,0,0,0
desafogado,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
várzea,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Como,0,0,0,0,0,0,0,0
quer,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
fosse,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
abandonaram,0,0,0,0,0,1,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
pouco,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
pouco,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
campo,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Em,0,0,0,0,0,0,0,0
breve,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
longe,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
desapareceu,0,0,0,1,0,1,1,0
",",0,0,0,0,0,0,0,0
listrando,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
ponta,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
caatingas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
bandeira,0,0,0,0,0,0,0,0
sagrada,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
reconduziam,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
Canudos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Os,0,0,0,0,0,0,0,0
soldados,1,0,0,0,0,1,0,0
não,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
encalçaram,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Estavam,0,0,0,0,0,0,0,0
exaustos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
138,0,0,0,0,0,0,0,0
Uauá,0,0,0,0,0,0,0,0
patenteava,0,0,0,0,0,0,0,0
quadro,0,0,0,0,0,0,0,0
lastimoso,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Lavraram,0,0,0,0,0,0,0,0
incêndios,0,0,0,1,0,1,1,0
em,0,0,0,0,0,0,0,0
vários,0,0,0,0,0,0,0,0
pontos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Sobre,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
soalhos,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
balcões,0,0,0,0,0,0,0,0
ensagüentados,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
soleira,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
portas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pelas,0,0,0,0,0,0,0,0
ruas,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
praça,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
onde,0,0,0,0,0,0,0,0
dardejava,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
sol,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
contorciam-se,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
feridos,1,0,0,1,0,1,0,0
e,0,0,0,0,0,0,0,0
estendiam-se,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
mortos,0,0,0,0,0,1,0,0
.,0,0,0,0,0,0,0,0
Entre,0,0,0,0,0,1,0,0
estes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dezenas,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
sertanejos,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0
-,0,0,0,0,0,0,0,0
diz,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
parte,0,0,0,0,0,0,0,0
oficial,0,0,0,0,0,0,0,1
do,0,0,0,0,0,0,0,0
combate,1,0,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
número,0,0,0,0,0,0,0,0
desconforme,0,0,0,0,0,0,0,0
ante,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
dez,0,0,0,0,0,0,0,0
mortes,0,0,0,1,0,1,0,0
-,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
alferes,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
sargento,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
seis,0,0,0,0,0,0,0,0
praças,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
dois,0,0,0,0,0,0,0,0
guias,0,0,0,0,0,0,0,1
-,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
dezesseis,0,0,0,0,0,0,0,0
feridos,1,0,0,1,0,1,0,0
da,0,0,0,0,0,0,0,0
expedição,0,1,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Apesar,0,0,0,0,0,0,0,0
disto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
comandante,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
com,0,0,0,0,0,0,0,0
setenta,0,0,0,0,0,0,0,0
homens,0,0,0,0,0,0,0,0
válidos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
renunciou,0,0,0,0,0,0,0,0
prosseguir,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
empresa,0,1,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Assombrara-o,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
assalto,1,0,0,1,0,0,0,0
.,0,0,0,0,0,0,0,0
Vira,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
perto,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
arrojo,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
matutos,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Apavorara-o,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
própria,0,0,0,0,0,0,0,0
vitória,0,1,0,0,1,0,0,1
",",0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
tal,0,0,0,0,0,0,0,0
nome,0,0,0,0,0,0,0,0
cabe,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
sucedido,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
pois,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
suas,0,0,0,0,0,0,0,0
conseqüências,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
desanimavam,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
médico,0,0,0,0,0,0,0,1
da,0,0,0,0,0,0,0,0
força,0,0,0,0,0,0,0,1
enlouquecera,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
Desvairara-o,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
aspecto,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
peleja,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Quedava-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
inútil,1,0,1,0,0,1,0,0
",",0,0,0,0,0,0,0,0
ante,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
feridos,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
alguns,0,0,0,0,0,0,0,0
graves,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
retirada,0,0,0,0,0,0,0,0
impunha-se,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
por,0,0,0,0,0,0,0,0
tudo,0,0,0,0,0,0,0,0
isto,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
urgente,0,1,0,1,0,0,1,0
",",0,0,0,0,0,0,0,0
antes,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
noite,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
ou,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
outro,0,0,0,0,0,0,0,0
recontro,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
idéia,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
fazia,0,0,0,0,0,0,0,0
tremer,0,0,0,0,0,0,0,0
aqueles,0,0,0,0,0,0,0,0
triunfadores,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Resolveram-na,0,0,0,0,0,0,0,0
logo,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Mal,0,0,0,0,0,0,0,0
inumados,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
capela,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Uauá,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
companheiros,0,0,0,0,0,0,0,1
mortos,0,0,0,0,0,1,0,0
",",0,0,0,0,0,0,0,0
largaram,0,0,0,0,0,0,0,0
dali,0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
sul,0,0,0,0,0,0,0,0
ardentíssimo,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Foi,0,0,0,0,0,0,0,0
como,0,0,0,0,0,0,0,0
uma,0,0,0,0,0,0,0,0
fuga,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
travessia,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
Juazeiro,0,0,0,0,0,0,0,0
fez-se,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
marchas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
quatro,0,0,0,0,0,0,0,0
dias,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0
quando,0,0,0,0,0,0,0,0
lá,0,0,0,0,0,0,0,0
chegou,0,1,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
bando,0,0,0,0,0,0,0,0
dos,0,0,0,0,0,0,0,0
expedicionários,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
fardas,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
trapos,0,0,1,0,0,0,0,0
",",0,0,0,0,0,0,0,0
feridos,1,0,0,1,0,1,0,0
",",0,0,0,0,0,0,0,0
estropiados,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
combalidos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
davam,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
imagem,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
derrota,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Parecia,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
lhes,0,0,0,0,0,0,0,0
vinham,0,0,0,0,0,0,0,0
em,0,0,0,0,0,0,0,0
cima,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
nos,0,0,0,0,0,0,0,0
rastros,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
jagunços,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
A,0,0,0,0,0,0,0,0
população,0,0,0,0,0,0,0,0
alarmouse,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
reatando,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
êxodo,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Ficaram,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
fogos,0,0,0,0,0,0,0,0
acesos,0,0,0,0,0,0,0,0
na,0,0,0,0,0,0,0,0
estação,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
via-férrea,0,0,0,0,0,0,0,0
todas,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
locomotivas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Arregimentaram-se,0,0,0,0,0,0,0,0
todos,0,0,0,0,0,1,0,0
os,0,0,0,0,0,0,0,0
habitantes,0,0,0,0,0,0,0,0
válidos,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dispostos,0,0,1,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
combate,1,0,0,1,0,0,0,0
.,0,0,0,0,0,0,0,0
E,0,0,0,0,0,0,0,0
as,0,0,0,0,0,0,0,0
linhas,0,0,0,1,0,0,0,0
do,0,0,0,0,0,0,0,0
telégrafo,0,0,0,0,0,0,0,0
transmitiram,0,0,0,0,0,0,0,0
ao,0,0,0,0,0,0,0,0
país,0,0,0,0,0,0,0,0
inteiro,0,0,0,0,0,0,0,1
o,0,0,0,0,0,0,0,0
prelúdio,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
sertaneja,0,0,0,0,0,0,0,0
...,0,0,0,0,0,0,0,0
139,0,0,0,0,0,0,0,0
Capítulo,0,0,0,0,0,0,0,0
III,0,0,0,0,0,0,0,0
Preparativos,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
reação,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
O,0,0,0,0,0,0,0,0
revés,0,0,0,0,0,1,0,0
de,0,0,0,0,0,0,0,0
Uauá,0,0,0,0,0,0,0,0
requeria,0,0,0,0,0,0,0,0
reação,0,0,0,0,0,0,0,0
segura,0,0,0,0,1,0,0,1
.,0,0,0,0,0,0,0,0
Esta,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
porém,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
preparou-se,0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
extemporânea,0,0,0,0,0,0,0,0
disparidade,1,0,1,0,0,1,0,0
de,0,0,0,0,0,0,0,0
vistas,0,1,0,1,0,0,0,0
entre,0,0,0,0,0,1,0,0
o,0,0,0,0,0,0,0,0
chefe,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
força,0,0,0,0,0,0,0,1
federal,0,0,0,0,0,0,0,0
da,0,0,0,0,0,0,0,0
Bahia,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
governador,0,0,0,0,0,0,0,1
do,0,0,0,0,0,0,0,0
Estado,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Ao,0,0,0,0,0,0,0,0
otimismo,0,1,0,0,1,0,1,1
deste,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
resumindo,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
agitação,0,0,0,1,0,1,0,0
sertaneja,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
desordem,0,0,0,0,0,0,0,0
vulgar,0,0,1,0,0,0,0,0
acessível,0,0,0,0,0,0,0,0
às,0,0,0,0,0,0,0,0
diligencias,0,0,0,0,0,0,0,0
policiais,0,0,0,1,0,0,0,1
",",0,0,0,0,0,0,0,0
contrapunha-se,0,0,0,0,0,0,0,0
aquele,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
considerando-a,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
séria,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
capaz,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
determinar,0,0,0,0,0,0,0,0
verdadeiras,0,0,0,0,0,0,0,0
operações,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
guerra,1,0,0,1,0,1,0,0
.,0,0,0,0,0,0,0,0
De,0,0,0,0,0,0,0,0
tal,0,0,0,0,0,0,0,0
modo,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
segunda,0,0,0,0,0,0,0,0
expedição,0,1,0,0,0,0,0,0
organizou-se,0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
plano,0,1,0,0,0,0,0,0
firme,0,0,0,0,0,0,0,1
",",0,0,0,0,0,0,0,0
sem,0,0,0,0,0,0,0,0
responsabilidades,0,0,0,0,0,0,0,0
definidas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
através,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
explicações,0,0,0,0,0,0,0,0
recíprocas,0,0,0,0,0,0,0,0
entre,0,0,0,0,0,1,0,0
as,0,0,0,0,0,0,0,0
duas,0,0,0,0,0,0,0,0
autoridades,0,0,0,0,0,0,0,1
independentes,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
iguais,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Compôs-se,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
princípio,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
praças,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
8,0,0,0,0,0,0,0,0
oficiais,0,0,0,0,0,0,0,1
de,0,0,0,0,0,0,0,0
linha,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
praças,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,0
oficiais,0,0,0,0,0,0,0,1
da,0,0,0,0,0,0,0,0
força,0,0,0,0,0,0,0,1
estadual,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Assim,0,0,0,0,0,0,0,0
constituída,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
seguiu,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
25,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
novembro,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
Queimadas,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
sob,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
comando,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
um,0,0,0,0,0,0,0,0
major,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
9.°,0,0,0,0,0,0,0,0
Batalhão,1,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Infantaria,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
Febrônio,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Brito,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Simultaneamente,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
comandante,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
Distrito,0,0,0,0,0,0,0,0
apelava,0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
o,0,0,0,0,0,0,0,0
governo,0,0,0,1,0,0,0,0
federal,0,0,0,0,0,0,0,0
requisitando,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
para,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
aparelhar,0,0,0,0,0,0,0,0
melhor,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
4,0,0,0,0,0,0,0,0
metralhadoras,0,0,0,0,0,0,0,0
Nordenfeldt,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
2,0,0,0,0,0,0,0,0
canhões,0,0,0,0,0,0,0,0
Krupp,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
campanha,1,0,0,1,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
mais,0,0,0,0,0,0,0,0
250,0,0,0,0,0,0,0,0
soldados,1,0,0,0,0,1,0,0
:,0,0,0,0,0,0,0,0
100,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
26.°,0,0,0,0,0,0,0,0
Batalhão,1,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Aracaju,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
150,0,0,0,0,0,0,0,0
do,0,0,0,0,0,0,0,0
33.º,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
Alagoas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
Todo,0,0,0,0,0,0,0,0
este,0,0,0,0,0,0,0,0
aparato,0,0,0,0,0,0,0,0
era,0,0,0,0,0,0,0,0
justificável,0,0,0,0,0,0,0,1
.,0,0,0,0,0,0,0,0
Sucediam-se,0,0,0,0,0,0,0,0
informações,0,0,0,0,0,0,0,0
alarmantes,0,0,0,1,0,0,1,0
",",0,0,0,0,0,0,0,0
dando,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
dia,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
dia,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
realce,0,0,0,0,0,0,0,0
à,0,0,0,0,0,0,0,0
gravidade,0,0,0,0,0,0,0,0
das,0,0,0,0,0,0,0,0
coisas,0,0,0,0,0,0,0,0
.,0,0,0,0,0,0,0,0
À,0,0,0,0,0,0,0,0
parte,0,0,0,0,0,0,0,0
os,0,0,0,0,0,0,0,0
exageros,0,0,0,0,0,0,0,0
que,0,0,0,0,0,0,0,0
houvessem,0,0,0,0,0,0,0,0
",",0,0,0,0,0,0,0,0
delas,0,0,0,0,0,0,0,0
se,0,0,0,0,0,0,0,0
colhia,0,0,0,0,0,0,0,0
a,0,0,0,0,0,0,0,0
grandeza,0,0,0,0,1,0,1,1
do,0,0,0,0,0,0,0,0
número,0,0,0,0,0,0,0,0
de,0,0,0,0,0,0,0,0
rebeldes,0,0,0,0,0,0,0,0
e,0,0,0,0,0,0,0,0
